Gene,Collapsing model,P value,No. participants,No. cases with QV,Proportion cases with QV,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
CFAP46,raredmg,0.0572,429799,81,0.00457446207714463,1500,0.0036399638915582,1.25,0.988,1.57
CFAP73,raredmg,0.0347,429799,5,0.000282374202292879,39,0.0000946390611805131,2.97,0.913,7.55
CFAP97,raredmg,0.0428,429799,7,0.00039532388321003,340,0.000825058482086524,0.477,0.19,0.994
CFTR,raredmg,0.0526,429799,232,0.0131021629863896,6117,0.0148437727497743,0.877,0.766,1
CGB5,raredmg,0.00705,429799,3,0.000169424521375727,6,0.0000145598555662328,10.3,1.64,48.7
CHAC1,raredmg,0.0511,429799,21,0.00118597164963009,307,0.000744979276472244,1.58,0.962,2.45
CHAD,raredmg,0.0176,429799,27,0.00152482069238154,375,0.000909990972889549,1.64,1.06,2.42
CHCHD7,raredmg,0.0737,429799,8,0.000451798723668606,91,0.000220824476087864,1.98,0.83,4.08
CHD8,raredmg,0.0839,429799,177,0.0099960467611679,3575,0.00867524727488037,1.15,0.979,1.33
CHMP4B,raredmg,0.0721,429799,10,0.000564748404585757,119,0.000288770468730284,1.92,0.895,3.65
CHRNA10,raredmg,0.00513,429799,28,0.00158129553284012,1073,0.0026037875037613,0.595,0.394,0.866
CHST3,raredmg,0.0825,429799,58,0.00327554074659739,1061,0.00257466779262883,1.27,0.96,1.66
CHST6,raredmg,0.0587,429799,55,0.00310611622522166,1647,0.0039966803529309,0.771,0.578,1.01
CHST9,raredmg,0.0662,429799,45,0.00254136782063591,778,0.00188792793842152,1.33,0.962,1.8
CIB3,raredmg,0.0223,429799,31,0.00175072005421585,464,0.00112596216378867,1.56,1.05,2.25
CKAP5,raredmg,0.0286,429799,69,0.00389676399164172,1203,0.00291925104102967,1.33,1.02,1.69
CLDN11,raredmg,0.096,429799,23,0.00129892133054724,369,0.000895431117323316,1.45,0.909,2.21
CLDN12,raredmg,0.0367,429799,32,0.00180719489467442,496,0.00120361472680858,1.49,1.01,2.14
CLDND2,raredmg,0.0226,429799,22,0.00124244649008867,299,0.000725566135717267,1.72,1.06,2.66
CLEC11A,raredmg,0.036,429799,0,0,96,0.000232957689059725,0,0,0.89
CLEC17A,raredmg,0.0471,429799,9,0.000508273564127181,100,0.000242664259437213,2.09,0.928,4.13
CLECL1,raredmg,0.0315,429799,2,0.000112949680917151,5,0.0000121332129718607,9.24,0.88,56.5
CLK1,raredmg,0.0921,429799,9,0.000508273564127181,367,0.000890577832134572,0.564,0.256,1.08
CLN6,raredmg,0.0165,429799,60,0.00338849042751454,1003,0.00243392252215525,1.39,1.05,1.8
CLNK,raredmg,0.0664,429799,15,0.000847122606878636,212,0.000514448230006892,1.64,0.901,2.77
CLPTM1L,raredmg,0.0881,429799,31,0.00175072005421585,529,0.00128369393242286,1.37,0.921,1.97
CLSTN1,raredmg,0.0368,429799,49,0.00276726718247021,1535,0.00372489638236122,0.737,0.543,0.98
CLTA,raredmg,0.00578,429799,31,0.00175072005421585,416,0.00100948331925881,1.73,1.16,2.49
CLTCL1,raredmg,0.00167,429799,106,0.00598633308860902,1760,0.00427089096609495,1.39,1.13,1.69
CNEP1R1,raredmg,0.0296,429799,6,0.000338849042751454,51,0.000123758772312979,2.74,0.959,6.38
CNGB3,raredmg,0.00179,429799,37,0.0020895690969673,1406,0.00341185948768722,0.61,0.428,0.846
CNIH3,raredmg,0.0706,429799,3,0.000169424521375727,194,0.000470768663308193,0.364,0.0745,1.08
CNNM1,raredmg,0.00525,429799,78,0.0044050375557689,1294,0.00314007551711754,1.4,1.1,1.76
CNPPD1,raredmg,0.00902,429799,6,0.000338849042751454,368,0.000893004474728944,0.375,0.137,0.825
CNR2,raredmg,0.0606,429799,11,0.000621223245044333,456,0.00110654902303369,0.563,0.279,1.02
CNTN5,raredmg,0.00257,429799,92,0.00519568532218896,1520,0.00368849674344564,1.4,1.12,1.73
CNTNAP4,raredmg,0.0316,429799,156,0.00881007511153781,3009,0.00730176756646574,1.2,1.01,1.41
COBLL1,raredmg,0.0891,429799,48,0.00271079234201163,1439,0.0034919386933015,0.773,0.567,1.03
COIL,raredmg,0.0642,429799,8,0.000451798723668606,354,0.000859031478407734,0.524,0.224,1.04
COL11A1,raredmg,0.0112,429799,201,0.0113514429321737,3836,0.00930860099201149,1.21,1.04,1.39
COL21A1,raredmg,0.00619,429799,39,0.00220251877788445,1382,0.00335362006542228,0.65,0.46,0.894
COL4A3,raredmg,0.0473,429799,102,0.00576043372677472,2880,0.00698873067179174,0.817,0.663,0.996
COL6A2,raredmg,0.045,429799,158,0.00892302479245496,4281,0.0103884569465071,0.85,0.72,0.997
COL9A1,raredmg,0.0428,429799,129,0.00728525441915627,2464,0.00597924735253293,1.21,1,1.44
COMMD10,raredmg,0.0998,429799,2,0.000112949680917151,152,0.000368849674344564,0.305,0.0367,1.12
COMMD9,raredmg,0.088,429799,14,0.00079064776642006,204,0.000495035089251915,1.6,0.859,2.75
COPRS,raredmg,0.0807,429799,12,0.000677698085502908,160,0.000388262815099541,1.73,0.875,3.11
COQ4,raredmg,0.0328,429799,17,0.000960072287795787,658,0.00159673082709686,0.599,0.347,0.967
COQ5,raredmg,0.0676,429799,12,0.000677698085502908,476,0.00115508187492113,0.583,0.299,1.03
CORO2B,raredmg,0.0882,429799,20,0.00112949680917151,691,0.00167681003271114,0.673,0.408,1.05
COX4I1,raredmg,0.0519,429799,19,0.00107302196871294,266,0.000645486930102987,1.63,0.967,2.6
COX4I2,raredmg,0.0395,429799,4,0.000225899361834303,253,0.000613940576376149,0.364,0.0985,0.945
COX7B2,raredmg,0.00704,429799,17,0.000960072287795787,191,0.000463488735525077,2.1,1.2,3.45
COX8A,raredmg,0.0533,429799,2,0.000112949680917151,6,0.0000145598555662328,6.69,0.652,38
CPD,raredmg,0.0751,429799,60,0.00338849042751454,1101,0.00267173349640372,1.27,0.964,1.65
CPLX1,raredmg,0.0463,429799,6,0.000338849042751454,313,0.000759539132038477,0.448,0.163,0.987
CPN2,raredmg,0.0319,429799,10,0.000564748404585757,108,0.00026207740019219,2.14,0.999,4.1
CPNE3,raredmg,0.0678,429799,27,0.00152482069238154,882,0.00214029876823622,0.7,0.459,1.03
CPNE6,raredmg,0.00881,429799,4,0.000225899361834303,302,0.000732846063500383,0.308,0.0834,0.797
CPPED1,raredmg,0.0432,429799,25,0.00141187101146439,869,0.00210875241450938,0.665,0.428,0.989
CPSF4L,raredmg,0.0751,429799,14,0.00079064776642006,184,0.000446502237364472,1.7,0.908,2.92
CPTP,raredmg,0.0495,429799,29,0.0016377703732987,448,0.00108713588227871,1.49,0.987,2.17
CPZ,raredmg,0.0989,429799,77,0.00434856271531033,2160,0.0052415480038438,0.823,0.647,1.03
CRADD,raredmg,0.0518,429799,4,0.000225899361834303,242,0.000587247507838056,0.384,0.104,0.996
CRHR1,raredmg,0.0828,429799,12,0.000677698085502908,465,0.00112838880638304,0.604,0.31,1.07
CRIM1,raredmg,0.0625,429799,38,0.00214604393742588,1206,0.00292653096881279,0.735,0.517,1.01
CRIP2,raredmg,0.000628,429799,32,0.00180719489467442,365,0.000885724546945828,1.98,1.34,2.85
CRK,raredmg,0.0439,429799,16,0.000903597447337211,215,0.000521728157790008,1.74,0.974,2.89
CRLS1,raredmg,0.0722,429799,2,0.000112949680917151,162,0.000393116100288285,0.289,0.0346,1.06
CROCC,raredmg,0.00475,429799,71,0.00400971367255887,1136,0.00275666598720674,1.44,1.11,1.83
CRTAC1,raredmg,0.0243,429799,20,0.00112949680917151,759,0.00184182172912845,0.605,0.368,0.942
CSPP1,raredmg,0.0297,429799,16,0.000903597447337211,638,0.00154819797520942,0.583,0.331,0.954
CSRNP3,raredmg,0.0776,429799,6,0.000338849042751454,293,0.000711006280151034,0.479,0.174,1.06
CSRP2,raredmg,0.072,429799,16,0.000903597447337211,223,0.000541141298544985,1.64,0.922,2.73
CST7,raredmg,0.0248,429799,5,0.000282374202292879,35,0.0000849324908030246,3.29,1,8.45
CTNNA1,raredmg,0.0887,429799,60,0.00338849042751454,1099,0.00266688021121497,1.26,0.958,1.64
CTSB,raredmg,0.0423,429799,73,0.00412266335347603,2164,0.00525125457422129,0.785,0.613,0.992
CTSD,raredmg,0.0226,429799,12,0.000677698085502908,532,0.00129097386020597,0.527,0.27,0.928
CTSH,raredmg,0.0108,429799,36,0.00203309425650873,528,0.00128126728982848,1.58,1.09,2.22
CTXN1,raredmg,0.0352,429799,4,0.000225899361834303,26,0.0000630927074536754,3.53,0.894,10.2
CUTC,raredmg,0.0238,429799,29,0.0016377703732987,422,0.00102404317482504,1.58,1.05,2.31
CXXC5,raredmg,0.0264,429799,22,0.00124244649008867,303,0.000735272706094756,1.66,1.02,2.56
CYFIP1,raredmg,0.0802,429799,214,0.0120856158581352,4398,0.0106723741300486,1.13,0.981,1.3
CYP2C19,raredmg,0.0205,429799,53,0.00299316654430451,879,0.0021330188404531,1.4,1.04,1.86
CYP2S1,raredmg,0.0404,429799,17,0.000960072287795787,654,0.00158702425671937,0.604,0.349,0.974
CYP39A1,raredmg,0.018,429799,17,0.000960072287795787,697,0.00169136988827737,0.566,0.327,0.913
CYP4Z1,raredmg,0.0596,429799,17,0.000960072287795787,631,0.00153121147704881,0.623,0.36,1.01
DAAM1,raredmg,0.0878,429799,74,0.0041791381939346,1394,0.00338273977655475,1.23,0.958,1.55
DAAM2,raredmg,0.0688,429799,121,0.00683345569548766,2371,0.00575356959125632,1.19,0.98,1.43
DAB2IP,raredmg,0.0486,429799,61,0.00344496526797312,1831,0.00444318259029537,0.775,0.59,1
DACT1,raredmg,0.032,429799,28,0.00158129553284012,425,0.00103132310260816,1.54,1.01,2.26
DAPK3,raredmg,0.0596,429799,22,0.00124244649008867,772,0.00187336808285528,0.663,0.413,1.01
DAPL1,raredmg,0.0202,429799,2,0.000112949680917151,205,0.000497461731846287,0.228,0.0275,0.836
DAZAP2,raredmg,0.0765,429799,10,0.000564748404585757,122,0.0002960503965134,1.86,0.87,3.54
DBF4,raredmg,0.0971,429799,15,0.000847122606878636,218,0.000529008085573124,1.59,0.872,2.68
DBH,raredmg,0.0976,429799,56,0.00316259106568024,1622,0.0039360142880716,0.795,0.598,1.04
DCAF6,raredmg,0.00754,429799,83,0.00468741175806178,1422,0.00345068576919717,1.37,1.08,1.71
DCBLD2,raredmg,0.00973,429799,60,0.00338849042751454,971,0.00235626995913534,1.43,1.08,1.86
DDX1,raredmg,0.0643,429799,61,0.00344496526797312,1098,0.0026644535686206,1.29,0.977,1.67
DDX18,raredmg,0.0324,429799,36,0.00203309425650873,572,0.00138803956398086,1.46,1.01,2.04
DDX21,raredmg,0.0412,429799,25,0.00141187101146439,373,0.000905137687700805,1.57,1,2.35
DDX6,raredmg,0.0178,429799,9,0.000508273564127181,86,0.000208691263116003,2.41,1.06,4.79
DEFB116,raredmg,0.0226,429799,3,0.000169424521375727,12,0.0000291197111324656,5.77,1.04,21.5
DEFB118,raredmg,0.0363,429799,7,0.00039532388321003,69,0.000167438339011677,2.37,0.92,5.16
DENND1B,raredmg,0.0672,429799,12,0.000677698085502908,470,0.0011405220193549,0.589,0.302,1.04
DENND5A,raredmg,0.0166,429799,86,0.00485683627943751,1518,0.00368364345825689,1.32,1.05,1.64
DGAT2L6,raredmg,0.0907,429799,13,0.000734172925961484,481,0.00116721508789299,0.622,0.329,1.07
DGKB,raredmg,0.0127,429799,60,0.00338849042751454,994,0.0024120827388059,1.41,1.07,1.83
DHRS4,raredmg,0.0805,429799,27,0.00152482069238154,438,0.00106286945633499,1.42,0.925,2.1
DHX57,raredmg,0.0323,429799,46,0.00259784266109448,1460,0.00354289818778331,0.729,0.531,0.978
DIAPH1,raredmg,0.0248,429799,95,0.00536510984356469,1734,0.00420779825864127,1.28,1.03,1.57
DKK3,raredmg,0.0555,429799,8,0.000451798723668606,77,0.000186851479766654,2.25,0.938,4.68
DLGAP1,raredmg,0.0517,429799,37,0.0020895690969673,1183,0.00287071818914223,0.725,0.507,1.01
DMBT1,raredmg,0.0457,429799,104,0.00587338340769187,1959,0.004753792842375,1.23,1,1.5
DMRT1,raredmg,0.0738,429799,2,0.000112949680917151,165,0.000400396028071402,0.283,0.034,1.04
DMRTA2,raredmg,0.0213,429799,12,0.000677698085502908,134,0.000325170107645865,2.06,1.04,3.73
DMXL2,raredmg,0.0725,429799,144,0.0081323770260349,2865,0.00695233103287615,1.17,0.982,1.38
DNAH10,raredmg,0.08,429799,310,0.0175072005421585,6451,0.0156542713762946,1.11,0.985,1.24
DNAH3,raredmg,0.0875,429799,277,0.0156435308070255,7087,0.0171976160663153,0.899,0.793,1.01
DNAJB14,raredmg,0.0053,429799,37,0.0020895690969673,526,0.00127641400463974,1.65,1.15,2.31
DNAJB7,raredmg,0.0717,429799,7,0.00039532388321003,329,0.000798365413548431,0.495,0.198,1.03
DNAJC12,raredmg,0.00298,429799,19,0.00107302196871294,199,0.000482901876280054,2.22,1.31,3.56
DNAJC17,raredmg,0.0283,429799,3,0.000169424521375727,216,0.00052415480038438,0.314,0.0642,0.93
DNAJC3,raredmg,0.0596,429799,9,0.000508273564127181,393,0.000953670539588247,0.524,0.238,1.01
DNAJC6,raredmg,0.0452,429799,103,0.0058169085672333,1941,0.00471011327567631,1.23,0.996,1.5
DNAJC9,raredmg,0.0709,429799,2,0.000112949680917151,156,0.000378556244722052,0.296,0.0355,1.09
DNER,raredmg,0.0187,429799,73,0.00412266335347603,1246,0.00302359667258767,1.35,1.05,1.71
DNHD1,raredmg,0.0419,429799,77,0.00434856271531033,2253,0.00546722576512041,0.788,0.619,0.99
DNM1,raredmg,0.0916,429799,47,0.00265431750155306,847,0.00205536627743319,1.29,0.941,1.73
DNMT3L,raredmg,0.0252,429799,29,0.0016377703732987,431,0.00104588295817439,1.56,1.03,2.28
DOCK2,raredmg,0.0383,429799,79,0.00446151239622748,1442,0.00349921862108461,1.28,1,1.6
DOCK3,raredmg,0.0878,429799,61,0.00344496526797312,1776,0.0043097172476049,0.798,0.607,1.03
DONSON,raredmg,0.0998,429799,22,0.00124244649008867,741,0.00179814216242975,0.689,0.429,1.05
DPF3,raredmg,0.0278,429799,64,0.00361438978934884,1115,0.00270570649272493,1.33,1.02,1.72
DPP4,raredmg,0.0515,429799,87,0.00491331111989609,1618,0.00392630771769411,1.24,0.989,1.54
DPP7,raredmg,0.0896,429799,65,0.00367086462980742,1198,0.00290711782805781,1.25,0.958,1.61
DPP9,raredmg,0.0263,429799,37,0.0020895690969673,590,0.00143171913067956,1.47,1.02,2.05
DPY19L3,raredmg,0.095,429799,40,0.00225899361834303,700,0.00169864981606049,1.33,0.938,1.82
DSC3,raredmg,0.0778,429799,44,0.00248489298017733,762,0.00184910165691156,1.32,0.951,1.79
DST,raredmg,0.0951,429799,294,0.0166036030948213,6140,0.0148995855294449,1.11,0.979,1.24
DTNA,raredmg,0.0014,429799,63,0.00355791494889027,940,0.0022810440387098,1.56,1.19,2.01
DUOX1,raredmg,0.0882,429799,146,0.00824532670695205,3911,0.0094905991865894,0.864,0.727,1.02
DUOXA2,raredmg,0.099,429799,25,0.00141187101146439,822,0.00199470021257389,0.708,0.455,1.05
DUSP12,raredmg,0.0769,429799,27,0.00152482069238154,422,0.00102404317482504,1.45,0.941,2.13
DUSP19,raredmg,0.0929,429799,20,0.00112949680917151,300,0.000727992778311639,1.51,0.907,2.37
DVL3,raredmg,0.0664,429799,38,0.00214604393742588,638,0.00154819797520942,1.37,0.959,1.9
DYNC2LI1,raredmg,0.0186,429799,35,0.00197661941605015,526,0.00127641400463974,1.55,1.07,2.18
EBP,raredmg,0.0898,429799,7,0.00039532388321003,308,0.000747405919066616,0.519,0.207,1.08
ECPAS,raredmg,0.0831,429799,50,0.00282374202292879,1486,0.00360599089523699,0.777,0.573,1.03
ECSCR,raredmg,0.0629,429799,9,0.000508273564127181,108,0.00026207740019219,1.92,0.854,3.78
EDA,raredmg,0.0691,429799,20,0.00112949680917151,304,0.000737699348689128,1.53,0.919,2.4
EDAR,raredmg,0.069,429799,37,0.0020895690969673,1148,0.00278578569833921,0.736,0.516,1.02
EDC4,raredmg,0.0664,429799,38,0.00214604393742588,645,0.00156518447337002,1.37,0.96,1.9
EDDM3A,raredmg,0.0545,429799,5,0.000282374202292879,43,0.000104345631558002,2.59,0.8,6.54
EDNRB,raredmg,0.0781,429799,6,0.000338849042751454,291,0.00070615299496229,0.475,0.173,1.05
EEF1E1,raredmg,0.0485,429799,12,0.000677698085502908,152,0.000368849674344564,1.83,0.925,3.29
EEF2,raredmg,0.0623,429799,48,0.00271079234201163,845,0.00205051299224445,1.33,0.972,1.78
EFCAB1,raredmg,0.0745,429799,36,0.00203309425650873,620,0.00150451840851072,1.37,0.948,1.91
EIF2B4,raredmg,0.0767,429799,36,0.00203309425650873,1128,0.00273725284645176,0.736,0.513,1.03
ELOF1,raredmg,0.0692,429799,1,0.0000564748404585757,129,0.000313036894674005,0.183,0.00461,1.04
ELSPBP1,raredmg,0.0704,429799,3,0.000169424521375727,189,0.000458635450336333,0.367,0.0749,1.09
EMC2,raredmg,0.0395,429799,20,0.00112949680917151,273,0.000662473428263592,1.66,1,2.62
EMC4,raredmg,0.0395,429799,9,0.000508273564127181,91,0.000220824476087864,2.24,0.99,4.44
EMG1,raredmg,0.0878,429799,29,0.0016377703732987,933,0.0022640575405492,0.722,0.48,1.04
EMX2,raredmg,0.06,429799,25,0.00141187101146439,380,0.00092212418586141,1.51,0.967,2.27
ENDOD1,raredmg,0.0486,429799,14,0.00079064776642006,186,0.000451355522553216,1.75,0.94,3.02
ENPP2,raredmg,0.0749,429799,69,0.00389676399164172,1283,0.00311338244857944,1.25,0.965,1.59
EOGT,raredmg,0.0533,429799,23,0.00129892133054724,793,0.0019243275773371,0.668,0.421,1.01
EPC1,raredmg,0.0457,429799,43,0.00242841813971876,732,0.0017763023790804,1.38,0.987,1.87
EPGN,raredmg,0.0719,429799,2,0.000112949680917151,161,0.000390689457693913,0.289,0.0348,1.06
EPHA8,raredmg,0.0288,429799,68,0.00384028915118315,2058,0.00499403045921784,0.763,0.59,0.972
EPHX2,raredmg,0.00258,429799,12,0.000677698085502908,618,0.00149966512332198,0.447,0.23,0.787
EPPK1,raredmg,0.00946,429799,168,0.00948777319704072,4724,0.0114634596158139,0.818,0.696,0.955
EPRS,raredmg,0.0134,429799,102,0.00576043372677472,1824,0.00442619609213477,1.3,1.05,1.59
EPS15L1,raredmg,0.0355,429799,20,0.00112949680917151,740,0.00179571551983538,0.626,0.38,0.974
ERAP2,raredmg,0.0893,429799,23,0.00129892133054724,772,0.00187336808285528,0.69,0.434,1.04
ERLEC1,raredmg,0.0841,429799,38,0.00214604393742588,656,0.00159187754190812,1.35,0.946,1.87
ERMARD,raredmg,0.0474,429799,37,0.0020895690969673,609,0.00147782533997263,1.41,0.982,1.97
ERMN,raredmg,0.00877,429799,13,0.000734172925961484,129,0.000313036894674005,2.34,1.21,4.14
ERVV-2,raredmg,0.00924,429799,35,0.00197661941605015,1250,0.00303330324296516,0.648,0.449,0.907
ESD,raredmg,0.0813,429799,8,0.000451798723668606,340,0.000825058482086524,0.534,0.229,1.06
ESPNL,raredmg,0.0557,429799,42,0.00237194329926018,1321,0.00320559486716558,0.737,0.529,1
ESR1,raredmg,0.046,429799,47,0.00265431750155306,794,0.00192675421993147,1.36,0.993,1.83
ESRP2,raredmg,0.0653,429799,45,0.00254136782063591,773,0.00187579472544966,1.34,0.967,1.81
ETFA,raredmg,0.0804,429799,27,0.00152482069238154,895,0.00217184512196306,0.702,0.46,1.03
ETHE1,raredmg,0.0688,429799,19,0.00107302196871294,674,0.00163555710860682,0.654,0.391,1.03
EVC,raredmg,0.0503,429799,22,0.00124244649008867,790,0.00191704764955398,0.652,0.406,0.994
EXD2,raredmg,0.00302,429799,25,0.00141187101146439,1021,0.00247760208885395,0.568,0.366,0.843
EXOC3L4,raredmg,0.0187,429799,14,0.00079064776642006,151,0.000366423031750192,2.05,1.09,3.55
FABP3,raredmg,0.0313,429799,8,0.000451798723668606,76,0.000184424837172282,2.3,0.955,4.77
FAM110C,raredmg,0.0763,429799,4,0.000225899361834303,35,0.0000849324908030246,2.65,0.685,7.42
FAM126A,raredmg,0.0688,429799,58,0.00327554074659739,1048,0.00254312143890199,1.29,0.969,1.68
FAM160A1,raredmg,0.0614,429799,31,0.00175072005421585,1019,0.0024727488036652,0.707,0.477,1.01
FAM184B,raredmg,0.0139,429799,9,0.000508273564127181,451,0.00109441581006183,0.453,0.206,0.868
FAM186A,raredmg,0.0713,429799,3,0.000169424521375727,198,0.000480475233685682,0.357,0.073,1.06
FAM189A1,raredmg,0.0747,429799,11,0.000621223245044333,435,0.00105558952855188,0.579,0.287,1.05
FAM19A3,raredmg,0.0614,429799,22,0.00124244649008867,340,0.000825058482086524,1.52,0.942,2.35
FAM210A,raredmg,0.0114,429799,1,0.0000564748404585757,171,0.000414955883637634,0.135,0.00339,0.761
FAM219A,raredmg,0.0334,429799,1,0.0000564748404585757,145,0.000351863176183959,0.162,0.00407,0.915
FAM228B,raredmg,0.0297,429799,4,0.000225899361834303,24,0.0000582394222649311,3.75,0.945,10.9
FAM3A,raredmg,0.0172,429799,8,0.000451798723668606,72,0.000174718266794793,2.59,1.08,5.39
FAM50A,raredmg,0.014,429799,9,0.000508273564127181,85,0.000206264620521631,2.51,1.11,5
FAM71D,raredmg,0.0471,429799,51,0.00288021686338736,885,0.00214757869601934,1.35,0.995,1.79
FAM81B,raredmg,0.0014,429799,10,0.000564748404585757,67,0.000162585053822933,3.42,1.57,6.69
FANCG,raredmg,0.0622,429799,17,0.000960072287795787,238,0.000577540937460567,1.61,0.919,2.63
FASTK,raredmg,0.0181,429799,11,0.000621223245044333,111,0.000269357327975306,2.31,1.12,4.3
FAT1,raredmg,0.017,429799,347,0.0195967696391258,7014,0.0170204711569261,1.14,1.02,1.28
FAXC,raredmg,0.0828,429799,12,0.000677698085502908,463,0.0011235355211943,0.602,0.309,1.06
FBF1,raredmg,0.0818,429799,10,0.000564748404585757,126,0.000305756966890888,1.81,0.847,3.44
FBN1,raredmg,0.0951,429799,263,0.0148528830406054,5464,0.0132591751356493,1.11,0.979,1.26
FBXL17,raredmg,0.0511,429799,21,0.00118597164963009,314,0.000761965774632849,1.58,0.962,2.45
FBXL3,raredmg,0.0743,429799,21,0.00118597164963009,318,0.000771672345010338,1.52,0.93,2.37
FBXL5,raredmg,0.0847,429799,10,0.000564748404585757,415,0.00100705667666443,0.563,0.268,1.05
FBXO11,raredmg,0.0505,429799,52,0.00293669170384594,906,0.00219853819050115,1.33,0.987,1.76
FBXO38,raredmg,0.0975,429799,28,0.00158129553284012,898,0.00217912504974617,0.727,0.48,1.06
FBXO41,raredmg,0.0281,429799,38,0.00214604393742588,605,0.00146811876959514,1.47,1.03,2.04
FBXW12,raredmg,0.0663,429799,6,0.000338849042751454,64,0.000155305126039816,2.2,0.779,5.07
FCRL3,raredmg,0.0842,429799,14,0.00079064776642006,187,0.000453782165147588,1.62,0.869,2.8
FCRL6,raredmg,0.0836,429799,7,0.00039532388321003,73,0.000177144909389166,2.18,0.847,4.74
FEN1,raredmg,0.0986,429799,40,0.00225899361834303,715,0.00173504945497607,1.31,0.925,1.8
FER,raredmg,0.0916,429799,51,0.00288021686338736,926,0.00224707104238859,1.27,0.941,1.69
FGB,raredmg,0.0616,429799,40,0.00225899361834303,689,0.0016719567475224,1.36,0.961,1.87
FGF13,raredmg,0.0999,429799,20,0.00112949680917151,320,0.000776525630199082,1.46,0.881,2.3
FGF14,raredmg,0.00463,429799,30,0.00169424521375727,395,0.000958523824776992,1.77,1.18,2.56
FGF6,raredmg,0.0482,429799,24,0.00135539617100582,847,0.00205536627743319,0.664,0.423,0.996
FKBP9,raredmg,0.0000461,429799,74,0.0041791381939346,1015,0.00246304223328771,1.7,1.32,2.15
FKTN,raredmg,0.0629,429799,41,0.0023154684588016,678,0.0016452636789843,1.36,0.97,1.87
FLT1,raredmg,0.0538,429799,79,0.00446151239622748,1452,0.00352348504702833,1.26,0.988,1.58
FLT3LG,raredmg,0.0494,429799,7,0.00039532388321003,74,0.000179571551983538,2.2,0.856,4.78
FLVCR2,raredmg,0.0939,429799,24,0.00135539617100582,796,0.00193160750512022,0.701,0.446,1.05
